instruction,response,history
Et ma ville ?,Ta ville est Toulouse.,"Utilisateur: Salut, je m'appelle Karim. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Toulouse. ||| Assistant: Parfait, je retiens ta ville."
Rappelle mon prenom et ma ville.,Tu t'appelles Karim et ta ville est Nantes.,"Utilisateur: Salut, je m'appelle Karim. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nantes. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Nadia.,"Utilisateur: Salut, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Rachid.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Bordeaux. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Marseille.,"Utilisateur: Salut, je m'appelle Yanis. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Marseille. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Rachid.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Toulouse. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Sofia.,"Utilisateur: Salut, je m'appelle Sofia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nice. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Paris.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Lea.,"Utilisateur: Salut, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Marseille. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Ines.,"Utilisateur: Salut, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nantes. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Ines.,"Utilisateur: Salut, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lyon. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Paris.,"Utilisateur: Salut, je m'appelle Mehdi. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Toulouse.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Toulouse. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Ines.,"Utilisateur: Salut, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nantes. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Yanis.,"Utilisateur: Salut, je m'appelle Yanis. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nice. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Nantes.,"Utilisateur: Salut, je m'appelle Sarah. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nantes. ||| Assistant: Parfait, je retiens ta ville."
Rappelle mon prenom et ma ville.,Tu t'appelles Yanis et ta ville est Paris.,"Utilisateur: Salut, je m'appelle Yanis. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Rappelle mon prenom et ma ville.,Tu t'appelles Amine et ta ville est Toulouse.,"Utilisateur: Salut, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Toulouse. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Ines.,"Utilisateur: Salut, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Karim.,"Utilisateur: Salut, je m'appelle Karim. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lyon. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Amine.,"Utilisateur: Salut, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Marseille.,"Utilisateur: Salut, je m'appelle Yanis. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Marseille. ||| Assistant: Parfait, je retiens ta ville."
Rappelle mon prenom et ma ville.,Tu t'appelles Amine et ta ville est Nantes.,"Utilisateur: Salut, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nantes. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Bordeaux.,"Utilisateur: Salut, je m'appelle Mehdi. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Bordeaux. ||| Assistant: Parfait, je retiens ta ville."
Rappelle mon prenom et ma ville.,Tu t'appelles Nadia et ta ville est Bordeaux.,"Utilisateur: Salut, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Bordeaux. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Nice.,"Utilisateur: Salut, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nice. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Ines.,"Utilisateur: Salut, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Toulouse. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Lille.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Amine.,"Utilisateur: Salut, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Nantes.,"Utilisateur: Salut, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nantes. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Lyon.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lyon. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Sofia.,"Utilisateur: Salut, je m'appelle Sofia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Rappelle mon prenom et ma ville.,Tu t'appelles Amine et ta ville est Paris.,"Utilisateur: Salut, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Yanis.,"Utilisateur: Salut, je m'appelle Yanis. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lyon. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Rachid.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Sarah.,"Utilisateur: Salut, je m'appelle Sarah. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Lille.,"Utilisateur: Salut, je m'appelle Mehdi. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Yanis.,"Utilisateur: Salut, je m'appelle Yanis. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Nadia.,"Utilisateur: Salut, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lyon. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Marseille.,"Utilisateur: Salut, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Marseille. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Sofia.,"Utilisateur: Salut, je m'appelle Sofia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Marseille. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Karim.,"Utilisateur: Salut, je m'appelle Karim. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Marseille. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Lille.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Rachid.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lyon. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Sofia.,"Utilisateur: Salut, je m'appelle Sofia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lyon. ||| Assistant: Parfait, je retiens ta ville."
Rappelle mon prenom et ma ville.,Tu t'appelles Ines et ta ville est Paris.,"Utilisateur: Salut, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Nice.,"Utilisateur: Salut, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nice. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Paris.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Lille.,"Utilisateur: Salut, je m'appelle Mehdi. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Toulouse.,"Utilisateur: Salut, je m'appelle Karim. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Toulouse. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Lyon.,"Utilisateur: Salut, je m'appelle Karim. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lyon. ||| Assistant: Parfait, je retiens ta ville."
Rappelle mon prenom et ma ville.,Tu t'appelles Ines et ta ville est Bordeaux.,"Utilisateur: Salut, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Bordeaux. ||| Assistant: Parfait, je retiens ta ville."
Rappelle mon prenom et ma ville.,Tu t'appelles Lea et ta ville est Nice.,"Utilisateur: Salut, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nice. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Amine.,"Utilisateur: Salut, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Rachid.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Marseille. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Toulouse.,"Utilisateur: Salut, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Toulouse. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Nantes.,"Utilisateur: Salut, je m'appelle Sarah. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nantes. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Toulouse.,"Utilisateur: Salut, je m'appelle Sarah. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Toulouse. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Mehdi.,"Utilisateur: Salut, je m'appelle Mehdi. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Bordeaux. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Lille.,"Utilisateur: Salut, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Lille.,"Utilisateur: Salut, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Nice.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nice. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Ines.,"Utilisateur: Salut, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Rappelle mon prenom et ma ville.,Tu t'appelles Ines et ta ville est Nantes.,"Utilisateur: Salut, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nantes. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Sofia.,"Utilisateur: Salut, je m'appelle Sofia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nantes. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Amine.,"Utilisateur: Salut, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Paris.,"Utilisateur: Salut, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Lea.,"Utilisateur: Salut, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nantes. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Lyon.,"Utilisateur: Salut, je m'appelle Mehdi. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lyon. ||| Assistant: Parfait, je retiens ta ville."
Rappelle mon prenom et ma ville.,Tu t'appelles Mehdi et ta ville est Nantes.,"Utilisateur: Salut, je m'appelle Mehdi. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nantes. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Lea.,"Utilisateur: Salut, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Bordeaux. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Ines.,"Utilisateur: Salut, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lyon. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Sarah.,"Utilisateur: Salut, je m'appelle Sarah. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Toulouse. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Lea.,"Utilisateur: Salut, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Amine.,"Utilisateur: Salut, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Rachid.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nantes. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Lille.,"Utilisateur: Salut, je m'appelle Sofia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Lyon.,"Utilisateur: Salut, je m'appelle Mehdi. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lyon. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Sofia.,"Utilisateur: Salut, je m'appelle Sofia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lyon. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Sofia.,"Utilisateur: Salut, je m'appelle Sofia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Toulouse. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Rachid.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lyon. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Nadia.,"Utilisateur: Salut, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Bordeaux. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Nadia.,"Utilisateur: Salut, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lyon. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Lille.,"Utilisateur: Salut, je m'appelle Mehdi. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Ines.,"Utilisateur: Salut, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nice. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Nadia.,"Utilisateur: Salut, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nantes. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Rachid.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Marseille.,"Utilisateur: Salut, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Marseille. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Karim.,"Utilisateur: Salut, je m'appelle Karim. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Bordeaux.,"Utilisateur: Salut, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Bordeaux. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Nice.,"Utilisateur: Salut, je m'appelle Sarah. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nice. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Lille.,"Utilisateur: Salut, je m'appelle Sofia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Nantes.,"Utilisateur: Salut, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nantes. ||| Assistant: Parfait, je retiens ta ville."
Rappelle mon prenom et ma ville.,Tu t'appelles Lea et ta ville est Toulouse.,"Utilisateur: Salut, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Toulouse. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Nice.,"Utilisateur: Salut, je m'appelle Sarah. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nice. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Sofia.,"Utilisateur: Salut, je m'appelle Sofia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lyon. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Ines.,"Utilisateur: Salut, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lyon. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Yanis.,"Utilisateur: Salut, je m'appelle Yanis. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Toulouse. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Nadia.,"Utilisateur: Salut, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Toulouse. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Rachid.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Amine.,"Utilisateur: Salut, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Bordeaux. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Bordeaux.,"Utilisateur: Salut, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Bordeaux. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Yanis.,"Utilisateur: Salut, je m'appelle Yanis. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nantes. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Lyon.,"Utilisateur: Salut, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lyon. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Karim.,"Utilisateur: Salut, je m'appelle Karim. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nice. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Bordeaux.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Bordeaux. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Ines.,"Utilisateur: Salut, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Bordeaux. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Lea.,"Utilisateur: Salut, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Bordeaux. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Marseille.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Marseille. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Amine.,"Utilisateur: Salut, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nantes. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Ines.,"Utilisateur: Salut, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Bordeaux.,"Utilisateur: Salut, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Bordeaux. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Lea.,"Utilisateur: Salut, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Bordeaux. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Rachid.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Paris.,"Utilisateur: Salut, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Lea.,"Utilisateur: Salut, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Rachid.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Marseille. ||| Assistant: Parfait, je retiens ta ville."
Tu peux me rappeler mon prenom ?,Ton prenom est Lea.,"Utilisateur: Salut, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Marseille. ||| Assistant: Parfait, je retiens ta ville."
Et ma ville ?,Ta ville est Marseille.,"Utilisateur: Salut, je m'appelle Yanis. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Marseille. ||| Assistant: Parfait, je retiens ta ville."
